FECHA_SCRAP,CATEGORIA,FUNCION,EMPRESA,PUESTO,DESCRIPCION,URL
30/05/2024 02:19,,,Transportes Cruz Del Sur S.A.C.,Especialista de Análisis de Proyectos,"En Cruz del Sur nos encontramos en búsqueda del mejor talento para asumir el cargo &quot;Especialista de análisis de proyectos&quot; con el siguiente perfil:Desafío del puesto:Brindar soporte técnico a la Gerencia General para la formulación y evaluación de diversos proyectos dentro y fuera de la organización, entregando para ello información precisa mediante el análisis y elaboración de reportes e informes.Funciones: Analizar y evaluar la factibilidad económico-financiera y técnica de las iniciativas propuestas, identificando los recursos necesarios y los riesgos asociados. Desarrollar y proponer planes de acción para la implementación de proyectos diversos, asegurando que se cumplan los objetivos establecidos, se respeten los plazos, el alcance y el presupuesto asignado, así como de la normativa legal correspondiente. Elaborar el análisis de sensibilidad para potenciales proyectos y generar la correspondiente simulación de escenarios que permita priorizar los proyectos que generen mayor valor.  Coordinar la oportuna reportabilidad de los proyectos a los diversos grupos de interés, revisando los sustentos de progreso alcanzado, cálculos realizados, comentarios y ratios de cumplimiento general y comunicación. · Apoyar la gestión del cambio organizacional hacia un modelo de trabajo enfocado en la gestión de proyectos usando metodologías ágiles y la mejora continua, asegurando con ello un valor económico para la organización y el logro de objetivos estratégicos de la empresa. · Generar y administrar documentación e informes relacionados con los proyectos aprobados. Requisitos Bachiller en Administración, Economía, Ingeniería Industrial o afines. Experiencia de 5 años o más que incluya análisis de estados financieros, preferentemente de empresas del sector transporte y logística.  Con capacidad de revisión de ingeniería a nivel conceptual y básica. Microsoft Excel y Power BI – avanzado Deseable manejo de MS Project o Primavera P6.  Deseable especialización en Gestión de Proyectos PMP, Scrum, Kanban. Conocimientos de la ley de Seguridad y Salud en el trabajo.",https://www.bumeran.com.pe/empleos/especialista-de-analisis-de-proyectos-transportes-cruz-del-sur-sac-1116335623.html
30/05/2024 02:19,,,AVENIDA,DIRECTOR/A DE INTELIGENCIA COMERCIAL,"DIRECTOR DE INTELIGENCIA COMERCIALResumen del PuestoBuscamos un profesional con título universitario en las carreras de Marketing o Administración, Ingeniería Industrial, proyectos en investigación de mercados para empresas del sector alimentos o bebidas o gestión comercial para empresas del sector alimentos o bebidas o dirección estratégica para empresas del sector alimentos para unirse a nuestro equipo. El candidato ideal tendrá una sólida formación académica y experiencia en el sector alimentos o bebidas.Responsabilidades Desarrollar indagación empresas o marcas presentes en el mercado que compitan en el mismo sector o categorías de nuestros clientes en alimentos y bebidas. Identificar espacios de oportunidad nuevos y distintos al de nuestros clientes, que nos permita crear conceptos y lineamientos para propuestas de identidad visual. Mantener comunicación con cada cliente asignado mediante correo electrónico. Realizar investigaciones de mercado para identificar oportunidades de negocio. Trabajar en equipo con otros profesionales para lograr los objetivos de la empresa. Mantenerse actualizado sobre las últimas tendencias del sector alimentos o bebidas.Requisitos Título universitario en las carreras de Marketing o Administración, Ingeniería Industrial, proyectos en investigación de mercados para empresas del sector alimentos o bebidas o gestión comercial para empresas del sector alimentos o bebidas o dirección estratégica para empresas del sector alimentos. Mínimo de 5 años de experiencia en el sector alimentos o bebidas (INDISPENSABLE PRESENTAR CERTIFICADOS DE TRABAJO DE CADA EMPRESA PARA CONVALIDAR LA EXPERIENCIA) Sólidos conocimientos de marketing y ventas. Excelente capacidad de análisis y resolución de problemas. Fuertes habilidades de comunicación y trabajo en equipo. Capacidad para trabajar de forma independiente y como parte de un equipo.",https://www.bumeran.com.pe/empleos/directora-de-inteligencia-comercial-avenida-1116335465.html
30/05/2024 02:19,,,Hochschild,Practicante Profesional de Control de Gestión - Unidad Minera,"En Hochschild somos responsables, innovadores, nos apasionan los retos e inspirar y promover el talento para contribuir con un mundo mejor. Lo hacemos de la mano de los mejores, en un ambiente inclusivo y diverso, y queremos que seas parte de ello.Practicante Profesional de Control de Gestión - Unidad MineraInformación General Ubicación: Unidad Minera Inmaculada Modalidad: Régimen 14x7 Cobertura de traslados desde determinadas ciudades, alojamiento y alimentación al 100%.¿Cuáles son los temas de aprendizaje? Apoyo en la liberación de órdenes y el control de las órdenes de materiales. Soporte en la aprobación de los requerimientos según el control presupuestal. Apoyo realizando evaluaciones de costo e inversión. Soporte en la elaboración del presupuesto anual a nivel de unidad.¿Qué requisitos debo cumplir para postular a la vacante? Egresada(o), Bachiller en la carrera de Ingeniería Industrial, Administración de Empresas o Contabilidad. Manejo de Office a nivel Avanzado. Manejo de Inglés a nivel intermedio Manejo de SAP a nivel intermedio.¿Qué te ofrecemos en Hochschild? Capacitaciones constantes En tus tiempos libres, tendrás la oportunidad de acceder al Club de Empleados en nuestra unidad. Tu bienestar físico también es importante, por lo que tendrás la oportunidad de acceder a un gimnasio en nuestras operaciones. Podrás participar de eventos deportivos y compartir con los diversos equipos de la operación. En Hochschild es fundamental cuidar tu salud, por lo que te brindamos la cobertura de un Seguro de Salud¡Te invitamos a ser parte de Hochschild y que descubras por qué Somos más que Minería!",https://www.bumeran.com.pe/empleos/practicante-profesional-de-control-de-gestion-unidad-minera-hochschild-1116335190.html
30/05/2024 02:19,,,Confidencial,INGENIERO EN PLANEAMIENTO - PIURA,"Importante empresa transnacional, líder en su rubro de ingeniería y construcción, está en búsqueda de un personal para que forme parte del staff de trabajadores:INGENIERO EN PLANEAMIENTO - PIURARequisitos: Ingeniero civil o Arquitecto titulado y colegiado Con más de 7 años de experiencia de ejercicio profesional Tener conocimiento o haber participado en contratos NEC. Con más de 5 años de experiencia en los cargos de: ingeniero de planeamiento, especialista en planemiento, responsable del programa de planeamiento/control de proyectos, ingeniero de control de proyectos, o similar. Dominio de excel nivel intermedio, dominio del primavera p6, dominio del ms project. Disponibilidad para laborar en PIURA (local de preferencia)Responsabilidades: Elaboración de los cronogramas Línea Base de Construcción en proyectos de Infraestructura Civil y/o Saneamiento Gestionar los informes requeridos correspondientes a su Area Gestionar analisis forense sobre lo cronograma incurrido Alertar desviaciones asociadas a su espacilidad.En esta empresa está prohibida la discriminación de acuerdo a la Ley N° 29973.En esta empresa se protegen los datos personales de a cuerdo a la Ley N° 29733.",https://www.bumeran.com.pe/empleos/ingeniero-en-planeamiento-piura-confidencial-1116335143.html
30/05/2024 02:19,,,Confidencial,Ingeniero de Innovación y Desarrollo,"En CL Selection by Cornerstone nos encotramos en búsqueda del mejor talento para la posición de:Ingeniero de Innovación y DesarrolloFunciones:- Interactuar con proveedores y otras áreas para asegurar el progreso adecuado de los proyectos.- Conducir la evaluación de la competencia mediante el análisis de registros y datos (empadronamientos).- Establecer y garantizar la ejecución del procedimiento de investigación y desarrollo (Funnel).- Validar las especificaciones técnicas de envases y materiales, así como los patrones de apilamiento y disposición. Examinar las representaciones gráficas (diseño y textos legales).- Analizar y requerir detalles sobre envases y materias primas. Generar solicitudes de compra. Elaborar un plan de colaboración con proveedores que incluya nuevas tendencias.Requisitos:- Bachiller en Ingeniería industrial, Ingeniería Química o afines.- Mestría, Especialización, Postgrado o Doctorado (deseable)- Experiencia mínina de 5 años en el área de Innovación y Desarrollo.- Conocimientos en software de desarrollo de empaques, Project, Power BI- Excel a nivel Avanzado",https://www.bumeran.com.pe/empleos/ingeniero-de-innovacion-y-desarrollo-confidencial-1116221706.html
30/05/2024 02:19,,,Confidencial,Asistente de Contabilidad,"Importante empresa del rubro retail con sedes en distintos departamentos del País, se encuentra en búsqueda de una persona comprometida, proactiva, con deseos de incrementar sus conocimientos y su experiencia laboral, para ocupar el cargo de Asistente de Contabilidad en nuestra sede Central.Funciones: Ingreso oportuno y adecuado de la información contable. Apoyo en cuentas por pagar. Apoyo en cuentas del activo fijo. Conciliación bancaria. Coordinación con diversas áreas para recopilar los sustentos tributarios y contables. Otras funciones que el área le encargue.Requisitos: Bachiller de Contabilidad, de preferencia titulado (no indispensable). Experiencia en el área de contabilidad de por lo menos 1 año. Conocimientos básicos en tributación y NIFFS. Experiencia en ingreso de documentos. Conocimiento de ERP (SAP) no indispensableBeneficios: Planilla desde el primer día de trabajo Contrato a plazo indeterminado Línea de carrera Oportunidades de crecimiento profesional y capacitación continua Opción de afiliarte a la EPS",https://www.bumeran.com.pe/empleos/asistente-de-contabilidad-confidencial-1114814699.html
30/05/2024 02:19,,,S4 Learning,Asesor Educativo Call Center Minufull 6 horas Planilla Completa,"Importante corporación educativa con presencia internacional se encuentra en búsqueda de Asesores de Ventas para el Sector Educativo.Tu principal reto será ofrecer información del portafolio de los programas académicos, asegurar la inscripción y matrícula de los interesados para el logro de las metas de ventas.¿Qué requisitos necesitas cumplir para ser parte de nuestro exitoso equipo comercial?.- Estudios secundarios culminados.- Experiencia mínima de 6 meses en campañas de ventas o cross selling en contactcenter o BPO.- Disponibilidad para trabajar presencialmente (Centro de Lima - Jirón Camaná).- Excelente actitud, capacidad para aprender, buen nivel de comunicación yorientado al cierre de tus ventas.¿Qué beneficios ofrecemos?- Todos los beneficios de ley en planilla completa (no pyme).- Remuneración fija + atractivo esquema de comisiones + incentivos.- Jornada laboral de lunes a sábado (36 horas a la semana).- Turno fijo, no rotativos- Becas de hasta el 100% de cobertura para que estudies en nuestra universidad.- Becas para tus familiares directos de hasta el 80% de cobertura.- Oportunidades de crecimiento profesional.- Días libres por eventos y fechas especiales.- Excelente clima laboral.Si cumples con los requisitos y deseas ser parte de una empresa exitosa que te permitirá aprender y desarrollarte profesionalmente, postula a esta vacante.",https://www.bumeran.com.pe/empleos/asesor-educativo-call-center-minufull-6-horas-planilla-completa-s4-learning-1116334722.html
30/05/2024 02:19,,,GACSA PERU S.A.C.,Asesor de Servicios - Automotriz,"GACSA es una empresa filial del Grupo Americar e inicia sus operaciones en Perú en octubre del 2018, con la visión de ser reconocidos como el mejor operador de retail en el mercado peruano, y un referente a nivel regional. Contando para ello con el mejor equipo técnico-comercial y una cartera de productos de primer nivel, con la finalidad de satisfacer todas las necesidades de nuestros clientes. Actualmentecontamos con un equipo de más de 320 personas y 24 marcas bajo nuestros nombres comerciales (WiGo Motors y Derco Center GACSA). Funciones Recepcionar clientes e ingresar unidades para servicios de mantenimiento correctivo, preventivo u otros. Gestión y seguimiento de órdenes de trabajo, presupuestos de servicio. Ser el referente con el cliente por consultas técnicas, aprobación de reparaciones, información del proceso, fidelización. Garantizar la entrega de la unidad en los tiempos acordados. Brindar seguimiento para el cierre de facturación Requisitos:   Estudios Técnicos y/o Universitarios concluidos o en curso Experiencia en Atención al Cliente Office nivel Básico – Intermedio Experiencia no menor a dos años en la posición (excluyente). Beneficios  Planilla completa desde el primer día. Subvención por alimentos Descuentos en compra de autos y servicios de taller en las 24 marcas comercializadas“GACSA mantiene un política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección de la referencia. En esta empresa esta prohibida la discriminación según lo establecido en la Ley N° 29973”",https://www.bumeran.com.pe/empleos/asesor-de-servicios-automotriz-gacsa-peru-sac-1116334144.html
30/05/2024 02:19,,,GRUPO RIPLEY,Analista de Seguimiento del Negocio,"En Ripley Perú trabajamos como un gran equipo que tiene como propósito mejorar la calidad de vida de las personas a través de nuestros productos y servicios, por eso innovamos contantemente para estar cada día más cerca de nuestros clientes.El candidato(a) idela es Responsable de dar visibilidad de los principales KPIs en las diferentes aristas del negocioQue harás en esta posición: Informar al área sobre los KPIs del negocio. Levantar procesos y diseñar soluciones de integración de data. Generar dashboard de control y gestión. Desarrollar análisis solicitados por el Subgerente de Planificación Comercial, Subgerente de Seguimiento, Gerente Divisional y/o Gerente de Planificación Comercial.Que necesitamos de ti: Bachiller en Ingeniería Industrial, Ingeniería de Sistemas o carreras afines Excel Avanzado SQL a nivel intermedio. Phyton a nivel básico.Si el análisis y la posibilidad de contribuir directamente con un negocio retador, este rol es para tí.En Ripley, Tu Nunca Paras de Aprender.Síguenos en Linkedin como Ripley Perú",https://www.bumeran.com.pe/empleos/analista-de-seguimiento-del-negocio-grupo-ripley-1116334141.html
30/05/2024 02:19,,,Viajes y Viajes Experience SAC,Sede Arequipa - Ejecutivo Comercial para estudios en el Exterior,"- Motivar a nuestros clientes a que vivan una experiencia única de estudio en el exterior.- Realizar asesorías virtuales o presenciales para que el estudiante elija el mejor destino e institución.- Cumplir las metas diarias e indicadores asignados por la empresa.- Capacitarse constantemente en producto y destinos.Requisitos:- Deseable experiencia en agencias de estudios en el exterior.- Bachiller o Titulado en carreras de negocios, turismo o similares.- Contar mínimamente con 2 años de experiencia en ventas de intangibles (indispensable).- Dominio Office nivel intermedio.- Ingles a nivel intermedioPropuesta laboralSueldo básico 1,600 + comisiones sin tope (Ingresos promedio 3,000 soles)El horario laboral es de lunes a sábadoLa labor es de manera presencial en nuestra sede de Arequipa",https://www.bumeran.com.pe/empleos/sede-arequipa-ejecutivo-comercial-para-estudios-en-el-exterior-viajes-y-viajes-experience-sac-1116334127.html
30/05/2024 02:19,,,Confidencial,CONSULTOR SENIOR SBO,"Somos una empresa de Tecnología Partner de SAP. Por ello nos encontramos en búsqueda del mejor talento con el siguiente perfil: Se requiere responsabilidad, organización, autonomía, con tolerancia bajo presión, orientación a los clientes y a los resultados.¿Qué perfil buscamos? Mínimo 05 años de experiencia en Consultoría de SBO Conocimiento en SAP Business One (Finanzas, Compras, Ventas, Inventario, Servicios, Producción, Proyectos, Servicios, CRM) Conocimiento en SQL y HANA Elaboración de reportes, formatos de impresión, vistas calculadas, Dashboards & Kpis Experiencia implementando en diferentes sectores e industrias Conocimientos básicos contables / tributarios¿Cuáles serán las funciones? Realizar la ejecución de proyectos SBO asegurando el cumplimiento de los requerimientos del cliente, de acuerdo a lo establecido en la propuesta comercial. Documentar y velar por el cumplimiento de la Metodología, como de los tiempos establecidos en el Proyecto Análisis, Diseño y Documentación (Business Blueprint) Realizar las configuraciones, formatos de impresión y pruebas Capacitaciones, carga de plantillas y soporte post producción del proyecto Realizar servicios varios y brindar soporte a nuestros clientes. Implementar mejoras a los productos que se instalan sobre SAP Business One. Instalación y Administración de la Solución.",https://www.bumeran.com.pe/empleos/consultor-senior-sbo-confidencial-1116334103.html
30/05/2024 02:19,,,ALFREDO ZAMBRANO RODRIGUEZ,ADMINISTRATIVOS PARA NOTARIA,"-SE NECESITA 01 ENCARGADO DE SISTEMAS, CON CONOCIMIENTO DE SISTEMA OPERATIVOS , INSTALACIONES Y CONFIGURACIONES SOFTWARE Y HARDWARE, MANTENIMIENTO DE SISTEMAS INFORMATICOS , ORDENADORES (REDESINFORMATICO).-SE NECESITA 01 ASISTENTA ADMINISTRATIVA, CON CONOCIMIENTO EN EXCEL,WORD, TENER BUENA ATENCION AL CLIENTE, TENER SENTIDO DE RESPONSABILIDAD.",https://www.bumeran.com.pe/empleos/administrativos-para-notaria-alfredo-zambrano-rodriguez-1116334080.html
30/05/2024 02:19,,,CONSULTORA TREBALL S.A.C.,Asesor de Ventas Corporativas - Experiencia en Productos Tangibles,"Importante empresa líder del sector de impresoras y perifericos de computación, se encuentra en la búsqueda de un Asesor de Ventas Corporativas:REQUISITOS- 1 año de experiencia vendiendo productos tangibles- Tener experiencias en ventas corporativas o a empresas- Contar con clientes de confianza- Haber usado algún ERP o &quot;sistema&quot; donde se tuvieron que registrar las ventas y su estadoFUNCIONES- Subir sus ventas diariamente al sistema- Prospectar clientes- Manejo de la línea de negocios con clientes de confianza- Elaborar cotizaciones y proyecciones en función de las ventas- Búsqueda de oportunidades B2BBENEFICIOSSueldo fijoComisiones entre s/. 2000 a s/. 3000Planilla completa Régimen GeneralBuen clima laboralHorario de trabajo: Lunes a viernes - 08:30am a 06:30pmDistrito: San Miguel",https://www.bumeran.com.pe/empleos/asesor-de-ventas-corporativas-experiencia-en-productos-tangibles-consultora-treball-sac-1116334021.html
30/05/2024 02:19,,,Viajes y Viajes Experience SAC,Ejecutivo Comercial Estudios en el Exterior,"- Motivar a nuestros clientes a que vivan una experiencia única de estudio en el exterior.- Realizar asesorías virtuales o presenciales para que el estudiante elija el mejor destino e institución.- Cumplir las metas diarias e indicadores asignados por la empresa.- Capacitarse constantemente en producto y destinos.Requisitos:- Deseable experiencia en agencias de estudios en el exterior.- Bachiller o Titulado en carreras de negocios, turismo o similares.- Contar mínimamente con 2 años de experiencia en ventas de intangibles (indispensable).- Dominio Office nivel intermedio.- Ingles a nivel intermedioPropuesta laboralSueldo básico 1,800 + comisiones sin tope (Ingresos promedio 3500 soles)El horario laboral es de lunes a viernes presencial en nuestra sede de Lima y sábados mediodía (remoto)Línea de carrera y oportunidad de crecimiento al interior de la franquicia",https://www.bumeran.com.pe/empleos/ejecutivo-comercial-estudios-en-el-exterior-viajes-y-viajes-experience-sac-1116334003.html
30/05/2024 02:19,,,NTT DATA,Back Office de Reclamos - Hibrido,"NTT DATA Company es una consultora multinacional que ofrece soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas, y outsourcing. La compañía, que desarrolla su actividad en los sectores de telecomunicaciones, entidades financieras, industria, utilities, energía, administración pública y sanidad, alcanzó una facturación de 6 9 1 millones de euros en el último ejercicio fiscal. En la actualidad, cuenta con más de 1 3. 0 0 0 profesionales distribuidos en sus oficinas y centros de alto rendimiento en 1 4 países.NTT DATA, la sexta compañía de servicios IT del mundo, con 7 0. 0 0 0 profesionales y presencia en Asia-Pacífico, Oriente Medio, Europa, Latinoamérica y Norteamérica. La integración en NTT DATA permite ampliar las soluciones y servicios para sus clientes, aumenta sus capacidades, recursos tecnológicos, geográficos y financieros le ayuda a dar las respuestas más innovadoras a sus clientes.Te invitamos a ser parte de nuestro equipo ocupando el cargo de:Back Office de ReclamosFUNCIONESResolución de reclamos, análisis de información, validación de datos, coordinación con áreas de reclamaciones.REQUISITOSEstudios Tec/Uni de Administración / Economía / Contabilidad / Ingeniería Industrial/ Finanzas / Banca, etcDominio del ExcelExperiencia mínima de seis meses en puestos de manejos de reclamos y atención al clienteDeseable Office nivel intermedio, manejo de sistemas operativos.Internet de 100 MBCONDICIONESDisponibilidad para laborar Lunes a Viernes de 07:00 a 17:00, Sábados de 07:00 a 10:00Trabajo HibridoSede Magdalena del MarBENEFICIOSSB S/ 1,400.00Contrato bajo planilla con todos los beneficios de ley.Agradable Clima Laboral.Oportunidad de trabajar en una empresa transnacional.“NTT Data mantiene un política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección de la referencia”",https://www.bumeran.com.pe/empleos/back-office-de-reclamos-hibrido-ntt-data-1116333657.html
30/05/2024 02:19,,,NTT DATA,Desarrollador/a .NET (Trujillo y Arequipa),"Somos NTT DATA, la empresa de servicios TI más grande del mundo, contamos con más de 140.000 profesionales y operamos en más de 50 países. Brindamos soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas y outsourcing.Queremos seguir construyendo un entorno único de colaboración, creativo, cercano y generoso; que nos permita seguir evolucionando juntos, como comunidad y como sociedad, prosperando en un día a día lleno de nuevas y mejores posibilidades.En NTT DATA todos somos Digital Lovers, nos une la tecnología y el corazón, dos ideas que cuando se mezclan nos dan infinitas posibilidades. Ser un Digital Lover es ser un amante de lo digital, es poner el corazón en lo que se hace, es no tener miedo de tener la cabeza en las nubes y ser capaz de iniciar cada proyecto con mariposas en el estómago.Estas a un paso de ser un Digital Lover, te invitamos a revisar la vacante de Desarrollador/a .NET y vivir esta experienciaRequisitos: Estudios técnicos y/o universitarios completos, en las carreras de Ingeniería de Sistemas, Informática , Ing. Industrial y/o afines. Experiencia de 2 a 4 años en programación .NET Experiencia desarrollando con C# o VB Experiencia con VBA, Entity Framework o .Net Core Experiencia aplicando patrones de diseño MVC o Microservicios Experiencia implementando procesos ETL (extracción, transformación y carga). Experiencia conociendo y entendiendo el proceso gitflow Conocimientos de conceptos Async, Paralelismo y Autenticación. Otras tecnologías: Power Apps, Programación segura, Cornucopia, Iriusrisk, SQL Server, Soluciones Cloud, Windows, Linux.Funciones: Construye código complejo utilizando buenas prácticas de programación. Utiliza los conceptos de async, paralelismo, autenticación en los lenguajes de programación como C#, VB y VBA. Utiliza comandos (net-cli) e interpreta su interacción con el lenguaje y los desarrollos. Participa y ejecuta la práctica de &quot;code review“ de TMs con menor seniority para desarrollos no tan complejos Reconoce el uso de patrones de diseño en el código fuente de las aplicaciones del squad. Conoce y aplica patrones de diseño de nivel intermedio (MVC o Microservicios) Conoce y entiende el proceso de gitflow; a su vez, puede resolver conflictos (merge) no tan complejos. Documenta modelos usando diagramas entidad relación. Crea vistas, índices y procedimientos almacenados de media complejidad. Implementa procesos ETL (extracción, transformación y carga).Beneficios: Contrato indeterminado desde el primer día. Inmejorable oportunidad de línea de carrera profesional en nuestra consultora líder en el mercado TI. Capacitaciones y Certificaciones EPS cubierta al 100%. Tarjeta de alimentos. Oportunidad de trabajar en proyectos de clientes de gran envergadura locales e internacionales“NTT DATA mantiene una política de contratación inclusiva, por lo que invita a todas las personas a participar en el proceso de selección de la referencia”",https://www.bumeran.com.pe/empleos/desarrolladora-net-trujillo-y-arequipa-ntt-data-1116333592.html
30/05/2024 02:19,,,NTT DATA,Asistente de Cuentas por Cobrar - Hibrido,"NTT DATA Company es una consultora multinacional que ofrece soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas, y outsourcing. La compañía, que desarrolla su actividad en los sectores de telecomunicaciones, entidades financieras, industria, utilities, energía, administración pública y sanidad, alcanzó una facturación de 6 9 1 millones de euros en el último ejercicio fiscal. En la actualidad, cuenta con más de 1 3. 0 0 0 profesionales distribuidos en sus oficinas y centros de alto rendimiento en 1 4 países. La consultora pertenece al grupo NTT DATA, la sexta compañía de servicios IT del mundo, con 7 0. 0 0 0 profesionales y presencia en Asia-Pacífico, Oriente Medio, Europa, Latinoamérica y Norteamérica. La integración en NTT DATA permite a everis ampliar las soluciones y servicios para sus clientes, aumenta sus capacidades, recursos tecnológicos, geográficos y financieros le ayuda a dar las respuestas más innovadoras a sus clientes. Te invitamos a ser parte de nuestro equipo ocupando el cargo de:Analista de Cuentas por CobrarFUNCIONES: Registro de ordenes y facturas de ventasReporte de cuentas por cobrarProvisiones de clientes, compensaciones cuentas clientes.Registros de asientos planillaGestión de buzón electrónico.REQUISITOS:Profesional de las carrera de Contabilidad, y/o afines.Experiencia en Gestión de cuentas por cobrar, Registro de asientos de nominaDeseable conocimiento Microsoft Dynamics AXCONDICIONES:Disponibilidad para laborar Lunes a Viernes: 07:00 am a 05:00 pmTrabajo HibridoSueldo FijoOficina en Magdalena del MarBENEFICIOS:Contrato bajo planilla con todos los beneficios de leyAgradable Clima Laboral.Oportunidad de trabajar en una empresa transnacional.“NTT DATA mantiene una política de contratación inclusiva, por lo que invita a todas las personas a participar en el proceso de selección de la referencia”",https://www.bumeran.com.pe/empleos/asistente-de-cuentas-por-cobrar-hibrido-ntt-data-1116333591.html
30/05/2024 02:19,,,HAUG S.A.,ANALISTA DESARROLLADOR -LURIN,"HAUG S.A.Empresa líder en el mercado, dedicada a la fabricación, mantenimiento, construcción y montaje en el Perú, con filiales en Argentina, Chile y Panamá. Nos encontramos en la búsqueda de un profesional destacado en la siguiente especialidad:ANALISTA DESARROLLADORRequisitos: Ingeniero de sistemas Profesional con experiencia mayor a 02 años como asistente o analista de desarrollo de sistemas Manejo de .NET y SQL Conocimiento de ERP, deseable S10 Disponibilidad para laborar en Lurin de Lunes a Viernes y Sabados de forma Remota Disponibilidad para realizar visitas a proyectos a nivel nacionalEn esta empresa está prohibida la discriminación de acuerdo a la Ley N° 29973.En esta empresa se protegen los datos personales de a cuerdo a la Ley N° 29733.",https://www.bumeran.com.pe/empleos/analista-desarrollador-lurin-haug-sa-1116333234.html
30/05/2024 02:19,,,ATIS,Ejecutivo Cuenta Sector Minero - Arequipa,"Nuestra empresa que desarrolla soluciones de sistemas contra incendio, automatizacion y seguridad electrónica, se encuentra en la búsqueda de un profesional para ocupar el puesto de EJECUTIVO CUENTAS - MINERIA SURPERFIL: 2 5 años en adelante con estudios Técnico / Universitario en Industrial, Electronica, Marketing o Afines.EXPERIENCIA: En Ventas de Proyectos y Elaboración de Expedientes Técnico-Comercial al sector Minero / Industrial.HABILIDADES: Licencia A 1 (Minimo 3 años en mecánico), Ingles Intermedio, Excel (Avanzado), Powerpoint (Avanzado), buena redacción.DISPONIBILIDAD: Para laborar en Arequipa.FUNCIONES: Prospectar y visitar clientes, cumplimiento cuota de ventas.OFRECEMOS: Desarrollo profesional. Planilla desde el primer dia con seguro vida. Movilidad. Salario más excelente comisiones.",https://www.bumeran.com.pe/empleos/ejecutivo-cuenta-sector-minero-arequipa-atis-1116332805.html
30/05/2024 02:19,,,S4 Learning,Arquitecto de Soluciones Tecnológicas,"¿Eres un apasionado de la tecnología y te apasiona resolver problemas complejos? Somos S4Learning grupo empresarial de la Universidad Tecnológica Latinoamericana en Línea, universidad mexicana con más de 13 años brindando educación 100% en línea con más de 154 000 estudiantes y egresados, +350 alianzas con empresas globales. Somos parte de una Universidad global que facilita el acceso a oportunidades educativas de valor, combinando tecnologías digitales con nuestra trayectoria en educación superior que no conoce fronteras y en constante crecimiento con comunidades estudiantiles en más de 110 países. En este rol, serás responsable de:  • Analizar las necesidades del negocio y traducirlas en soluciones tecnológicas viables.  • Diseñar e implementar soluciones tecnológicas escalables, seguras y eficientes.  • Liderar equipos multidisciplinarios en la implementación de proyectos tecnológicos complejos.  • Garantizar la calidad, el rendimiento y la seguridad de las soluciones tecnológicas.  • Mantenerse actualizado sobre las últimas tecnologías y tendencias. Requisitos: • Escolaridad: Licenciatura en Ingeniería en Sistemas, Ingeniería Informática o carreras afines  • Experiencia: Al menos 3 años de experiencia probada en diseño de soluciones tecnológicas, preferiblemente en entornos empresariales Conocimientos con los debes contar: o Arquitecturas de software o Sistemas de metodologías de diseño y desarrollo  o Tendencias y evolución en tecnología de la información  o Plataformas de Nube (AWS, Azure, Google Cloud Platform)  o Lenguajes de programación (Python, PHP, JavaScript)  o Arquitecturas de microservicios o Contenedores y Orquestación (Docker, Kubernetes)  o Automatización de Infraestructura (Ansible, Chef o Puppet)  o Herramientas de Integración y Despliegue Continuo - CI/CD (Jenkins, GitLab CI/CD o CircleCI)  o Diseño y gestión de bases de datos (SQL, NoSQL) Lo que Ofrecemos:  • Atractiva remuneración  • Jornada laboral: lunes a viernes de 9 a.m. a 6:30 p.m.  • Planilla completa con todos los beneficios de ley  • Modalidad: Semipresencial  • Becas de 100% para estudiar cualquiera de nuestras opciones educativas  • Beca del 80% para familiares directos  • Excelente clima laboral  • Oportunidad de aprendizaje y desarrollo en entornos multiculturales Si cumples con los requisitos, postula a esta convocatoria. Nos comunicaremos a través de tu correo o Linkedin. ",https://www.bumeran.com.pe/empleos/arquitecto-de-soluciones-tecnologicas-s4-learning-1116332797.html
30/05/2024 02:19,,,Confidencial,Especialista en Bienestar,"¡Únete a Nuestro Equipo!Posición: Especialista de Bienestar SocialSomos es una empresa líder en el sector farmacéutico veterinario, comprometida con la salud y el bienestar animal.¿Qué Buscamos? Una especialista de Bienestar Social dedicado y proactivo para gestionar y mejorar el bienestar de nuestros colaboradores.Funciones Principales: Gestionar prestaciones de salud y económicas de los trabajadores. Brindar asesoramiento sobre seguros de salud y promover convenios beneficiosos. Supervisar descansos médicos y ausencias. Elaborar datos para la planilla quincenal y mensual. Coordinar eventos de integración (cumpleaños, aniversarios, etc.). Conocimiento para inspecciones de SUNAFIL.Requisitos: Experiencia en gestión de bienestar social de 02 años. Conocimiento en asesoramiento de seguros de salud. Habilidades de organización y comunicación.Ofrecemos: Ambiente de trabajo colaborativo. Oportunidades de desarrollo y crecimiento.¡Aplica ahora y forma parte de nuestro equipo!",https://www.bumeran.com.pe/empleos/especialista-en-bienestar-confidencial-1116332769.html
